type,x_au,y_au,z_au,time
saturn,7.7742424470412175,4.746834674656605,1.6262309739860603,2028-06-22 00:00:00
spacecraft,0.1408713545344706,1.6271444463829283,-0.0032206289585258456,2028-06-23 00:00:00
westerwald,0.867332475500273,-2.488531778108756,-0.01431824526942795,2028-06-23 00:00:00
chimaera,0.5490234170571279,-2.6234131116291977,-0.30039590954014367,2028-06-23 00:00:00
rockox,0.2553797957027139,-2.174221095525511,-0.16352420092734027,2028-06-23 00:00:00
moza,-2.3849628178460565,1.8039961787867649,0.0034877776458454046,2028-06-23 00:00:00
ousha,2.0676485539917837,1.3491850989050367,-0.19460251266953713,2028-06-23 00:00:00
ghaf,-0.5761793775435359,2.640382818155482,-0.021216054560863437,2028-06-23 00:00:00
justitia,0.6671057729861863,3.0471686699801888,-0.29350926219338125,2028-06-23 00:00:00
venus,0.19122608539191846,-0.6356893908668385,-0.29815348207248227,2028-06-23 00:00:00
earth,0.02962820653338732,-0.9321666728098243,-0.4040732921553191,2028-06-23 00:00:00
mars,0.8296695358103674,1.1287380789428352,0.49533567235024367,2028-06-23 00:00:00
jupiter,-5.444108130771902,-0.044998146529641056,0.11322556596212467,2028-06-23 00:00:00
saturn,7.770919864497415,4.7511035777652015,1.6281377981265577,2028-06-23 00:00:00
spacecraft,0.1537434046994631,1.6316555998800286,-0.004766870679558308,2028-06-24 00:00:00
westerwald,0.876635511189794,-2.4855105177691015,-0.014355896688877656,2028-06-24 00:00:00
chimaera,0.5584461537002372,-2.6210737925223144,-0.2981697747771271,2028-06-24 00:00:00
rockox,0.26710860267388775,-2.1738713602087945,-0.16438569025822072,2028-06-24 00:00:00
moza,-2.3910669069268886,1.79627993198794,0.005535694963581738,2028-06-24 00:00:00
ousha,2.063845521690214,1.3591836824605514,-0.1951813982576868,2028-06-24 00:00:00
ghaf,-0.5865633207554511,2.6392149245254575,-0.019999583637612124,2028-06-24 00:00:00
justitia,0.6588081777376471,3.0497684545845307,-0.2934205597945238,2028-06-24 00:00:00
venus,0.21052891774003696,-0.6302149849938884,-0.2969111092814103,2028-06-24 00:00:00
