            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2461049.500000000, A.D. 2026-Jan-09 00:00:00.0000,  4.070031488410687E+08, -2.216179020847678E+08, -1.485717519221038E+07,  7.368152429595816E+00,  1.470954115586545E+01, -3.364170591393606E+00,  1.546625577400266E+03,  4.636666834544950E+08, -4.551854754383700E-01,
2461050.500000000, A.D. 2026-Jan-10 00:00:00.0000,  4.076377335740703E+08, -2.203458988266937E+08, -1.514776520924565E+07,  7.321294818559294E+00,  1.473495539579088E+01, -3.362444527011521E+00,  1.546494274702659E+03,  4.636273198960374E+08, -4.560073034842075E-01,
2461051.500000000, A.D. 2026-Jan-11 00:00:00.0000,  4.082682661440018E+08, -2.190717058250750E+08, -1.543820463078763E+07,  7.274352425828711E+00,  1.476022961144253E+01, -3.360684584502949E+00,  1.546362735763804E+03,  4.635878855142354E+08, -4.568249029738803E-01,
2461052.500000000, A.D. 2026-Jan-12 00:00:00.0000,  4.088947392431852E+08, -2.177953351915773E+08, -1.572849052974433E+07,  7.227325655766347E+00,  1.478536348889880E+01, -3.358890763412360E+00,  1.546230961803866E+03,  4.635483806748851E+08, -4.576382635232779E-01,
2461053.500000000, A.D. 2026-Jan-13 00:00:00.0000,  4.095171455989289E+08, -2.165167990649489E+08, -1.601861997899732E+07,  7.180214913888159E+00,  1.481035671514885E+01, -3.357063063582822E+00,  1.546098954045994E+03,  4.635088057446777E+08, -4.584473748007995E-01,
2461054.500000000, A.D. 2026-Jan-14 00:00:00.0000,  4.101354779736277E+08, -2.152361096109437E+08, -1.630859005142757E+07,  7.133020606861815E+00,  1.483520897808986E+01, -3.355201485157261E+00,  1.545966713716309E+03,  4.634691610911946E+08, -4.592522265254839E-01,
2461055.500000000, A.D. 2026-Jan-15 00:00:00.0000,  4.107497291648624E+08, -2.139532790222417E+08, -1.659839781994143E+07,  7.085743142504842E+00,  1.485991996652386E+01, -3.353306028579677E+00,  1.545834242043887E+03,  4.634294470829039E+08, -4.600528084649337E-01,
2461056.500000000, A.D. 2026-Jan-16 00:00:00.0000,  4.113598920054985E+08, -2.126683195183716E+08, -1.688804035749656E+07,  7.038382929782932E+00,  1.488448937015363E+01, -3.351376694596521E+00,  1.545701540260746E+03,  4.633896640891551E+08, -4.608491104328541E-01,
2461057.500000000, A.D. 2026-Jan-17 00:00:00.0000,  4.119659593637861E+08, -2.113812433456331E+08, -1.717751473712836E+07,  6.990940378808819E+00,  1.490891687957765E+01, -3.349413484258180E+00,  1.545568609601835E+03,  4.633498124801765E+08, -4.616411222857347E-01,
2461058.500000000, A.D. 2026-Jan-18 00:00:00.0000,  4.125679241434582E+08, -2.100920627770197E+08, -1.746681803197610E+07,  6.943415900841167E+00,  1.493320218628431E+01, -3.347416398920531E+00,  1.545435451305018E+03,  4.633098926270705E+08, -4.624288339193915E-01,
2461059.500000000, A.D. 2026-Jan-19 00:00:00.0000,  4.131657792838302E+08, -2.088007901121420E+08, -1.775594731530948E+07,  6.895809908285000E+00,  1.495734498264463E+01, -3.345385440246760E+00,  1.545302066611067E+03,  4.632699049018116E+08, -4.632122352636049E-01,
2461060.500000000, A.D. 2026-Jan-20 00:00:00.0000,  4.137595177598989E+08, -2.075074376771521E+08, -1.804489966055517E+07,  6.848122814691926E+00,  1.498134496190380E+01, -3.343320610209270E+00,  1.545168456763654E+03,  4.632298496772426E+08, -4.639913162766621E-01,
2461061.500000000, A.D. 2026-Jan-21 00:00:00.0000,  4.143491325824414E+08, -2.062120178246680E+08, -1.833367214132382E+07,  6.800355034762112E+00,  1.500520181817127E+01, -3.341221911091866E+00,  1.545034623009339E+03,  4.631897273270732E+08, -4.647660669377833E-01,
2461062.500000000, A.D. 2026-Jan-22 00:00:00.0000,  4.149346167981148E+08, -2.049145429337001E+08, -1.862226183143686E+07,  6.752506984348783E+00,  1.502891524640929E+01, -3.339089345492307E+00,  1.544900566597570E+03,  4.631495382258783E+08, -4.655364772369655E-01,
2461063.500000000, A.D. 2026-Jan-23 00:00:00.0000,  4.155159634895558E+08, -2.036150254095774E+08, -1.891066580495384E+07,  6.704579080461970E+00,  1.505248494241938E+01, -3.336922916324970E+00,  1.544766288780678E+03,  4.631092827490973E+08, -4.663025371646709E-01,
2461064.500000000, A.D. 2026-Jan-24 00:00:00.0000,  4.160931657754810E+08, -2.023134776838761E+08, -1.919888113619992E+07,  6.656571741278799E+00,  1.507591060282813E+01, -3.334722626824165E+00,  1.544631790813882E+03,  4.630689612730355E+08, -4.670642366957523E-01,
2461065.500000000, A.D. 2026-Jan-25 00:00:00.0000,  4.166662168107884E+08, -2.010099122143487E+08, -1.948690489979360E+07,  6.608485386152854E+00,  1.509919192506958E+01, -3.332488480547664E+00,  1.544497073955294E+03,  4.630285741748652E+08, -4.678215657728541E-01,
2461066.500000000, A.D. 2026-Jan-26 00:00:00.0000,  4.172351097866595E+08, -1.997043414848552E+08, -1.977473417067498E+07,  6.560320435630214E+00,  1.512232860736723E+01, -3.330220481380870E+00,  1.544362139465931E+03,  4.629881218326302E+08, -4.685745142839829E-01,
2461067.500000000, A.D. 2026-Jan-27 00:00:00.0000,  4.177998379306633E+08, -1.983967780052957E+08, -2.006236602413413E+07,  6.512077311470419E+00,  1.514532034871499E+01, -3.327918633541537E+00,  1.544226988609736E+03,  4.629476046252508E+08, -4.693230720354145E-01,
2461068.500000000, A.D. 2026-Jan-28 00:00:00.0000,  4.183603945068620E+08, -1.970872343115447E+08, -2.034979753584005E+07,  6.463756436672083E+00,  1.516816684885529E+01, -3.325582941585166E+00,  1.544091622653606E+03,  4.629070229325330E+08, -4.700672287193999E-01,
2461069.500000000, A.D. 2026-Jan-29 00:00:00.0000,  4.189167728159197E+08, -1.957757229653873E+08, -2.063702578187019E+07,  6.415358235507077E+00,  1.519086780826078E+01, -3.323213410410871E+00,  1.543956042867429E+03,  4.628663771351798E+08, -4.708069738759069E-01,
